ID,Issue ID,GitHub Issue,user added labels?,Do not count,Why do not count?,Confirmed Reproduced,num_events_before_label_ALL,num_comments_before_label_ALL,num_comments_before_confirmation,time_at_confirmation,num_comments_before_label,num_comments_before_close,num_events,num_events_before_label,num_events_before_close,times_reopened,Commit,user or dev,Time opened,time bug labeled,time of first comment from a dev,time closed,time commited,number of comments,time between open and close,Time between open and label,time between open and first comment,time between open and commit,time between label and close,time between label and comment,time between label and commit,time between comment and close,time between comment and commit,time between close and commit,"Type of additional info added (S2R, OB, context, EB)","value of additional info (number of S2Rs and whether they are setup steps or not, type of context, etc)","how is the information presented? (Image, text, annotated image, video, etc)",timestamp of additional info,time between added info and issue open,time between added info and bug label,time between added info and dev comment,time between added info and close,time between added info and commit,additional notes,comment number,"Type of additional info added (S2R, OB, context, EB).1","value of additional info (number of S2Rs and whether they are setup steps or not, type of context, etc).1","how is the information presented? (Image, text, annotated image, video, etc).1",timestamp of additional info.1,time between added info and issue open.1,time between added info and bug label.1,time between added info and dev comment.1,time between added info and close.1,time between added info and commit.1,additional notes.1,comment number.1,"Type of additional info added (S2R, OB, context, EB).2","value of additional info (number of S2Rs and whether they are setup steps or not, type of context, etc).2","how is the information presented? (Image, text, annotated image, video, etc).2",timestamp of additional info.2,time between added info and issue open.2,time between added info and bug label.2,time between added info and dev comment.2,time between added info and close.2,time between added info and commit.2,additional notes.2,comment number.2,Unique Comments with Added Info,RQ2_Tag,# of Bug Report S2Rs,# of Script Setup Steps,# of Script BR-Specific Steps,# of Unlinked Script S2Rs,# of S2Rs that Lead to Multiple GUI actions,# of gui actions,OB Specificity,"S2R Type (Image, Annotated Image, Text, Recording)","OB Type (Image, Annotated Image, Text, Recording)","EB Type (Image, Annotated Image, Text, Recording)","Context Type (Image, Annotated Image, Text, Recording)","Context Content (phone type, app version, os, etc)",notes on issue,ones,Confrimation Status,User Added Labels,Bug Fix Result,Confirmation Timestamp,Comments Before Confirmation,User Assigned Dev,User Labeled as Bug?,Do not count.1,new_rq2_tag,Navigation?,rq6_setup_ratio,rq6_unlinked_ratio,rq6_ratio,rq5_s2r,true_time_b4_repro,true_comments_before_label,developer requested info,cosmetic type,output category,external flle,Annotated Text?,,S2R Annotated Text?,OB Annotated Text?
92,92,https://github.com/VREMSoftwareDevelopment/WiFiAnalyzer/issues/222,,,,1,3,1,,,1,2,14,1,5,0,cffde47fb60e1f030e0ba1665813af91ca057976,USER,11/28/18 8:01,11/29/18 0:00,11/28/18 0:00,12/15/18 0:00,,3,-413:00:18,28.96444444,-5:05:05,,-384:02:26,23:52:47,,-407:55:13,,,S2R,4 bug,text,##########,205:35:43,176:37:51,200:30:38,-207:24:35,,main issue was edited to include,na,OB,image,image,12/6/18,183:58:43,155:00:51,178:53:38,-229:01:35,,main issue was edited to include,na,context,"phone type, os,",image,12/6/18,183:58:43,155:00:51,178:53:38,-229:01:35,,main issue was edited to include,na,1,gui,4,1,4,1,1,5,1,['text'],"['image', 'text']",['text'],['image'],"['app debug info', 'system information']",,1,Implicitly Reproduced,0,Fixed,,,,,,output,,0.166666667,0.166666667,0.333333333,0.25,28.96444444,1,1,,incorrect output,,gui,,1,0
96,96,https://github.com/barbeau/gpstest/issues/404,,,,1,1,0,,,0,3,14,1,5,1,3715e4fed61d0f5d28ff9fc91919f3381c98e551,USER,5/7/20 7:16,5/8/20 0:00,5/8/20 0:00,10/20/20 0:00,10/20/20 0:00,3,-3994:27:22,32.67138889,-32:40:33,-3994:27:23,-3961:47:05,-0:00:16,-3961:47:06,-3961:46:49,-3961:46:50,-0:00:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,4,2,3,0,1,13,1,['text'],"['image', 'text']",['text'],['text'],"['os', 'phone type']",,1,Implicitly Reproduced,0,Fixed,,,,,,output,,0.4,0,0.4,0.25,32.67138889,0,,,incorrect output,,gui,,1,0
97,97,https://github.com/osmdroid/osmdroid/issues/1030,,,,1,6,1,,,1,2,16,4,6,0,4ef81ae0d68bd3f062f4c763f9653300bc3ef2f1,USER,5/16/18 14:35,5/18/18 0:00,5/17/18 0:00,7/16/18 0:00,,3,-1464:30:06,56.09694444,-30:31:08,,-1408:24:17,25:34:41,,-1433:58:58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,crash,7,1,4,0,2,10,1,"['text', 'recording']","['text', 'recording']",['text'],['text'],"['app version', 'os', 'phone type']",,1,Implicitly Reproduced,0,Fixed,,,,,,crash,,0.2,0,0.2,0.285714286,56.09694444,1,,,,,gui,,1,1
101,98,https://github.com/osmdroid/osmdroid/issues/999,,,,1,1,1,,,1,15,60,1,24,0,4ef81ae0d68bd3f062f4c763f9653300bc3ef2f1,USER,4/16/18 18:01,4/20/18 0:00,4/20/18 0:00,6/30/18 0:00,,15,-1797:07:47,101.1622222,-101:09:39,,-1695:58:03,0:00:05,,-1695:58:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,7,1,4,0,2,10,1,['text'],['text'],['text'],['text'],['os'],,1,Implicitly Reproduced,0,Fixed,,,,,,cosmetic,,0.2,0,0.2,0.285714286,101.1622222,1,,missing elements,,,0,,,
106,99,https://github.com/AdrienPoupa/VinylMusicPlayer/issues/139,,,,1,1,0,1,2019-04-12T20:23:13Z,0,2,18,1,5,0,b18e0559b9fdd8eabd8504eaa4927708e7b80216,USER,4/12/19 9:30,4/12/19 0:00,4/12/19 0:00,4/13/19 0:00,4/13/19 0:00,4,-31:40:30,0,-3:06:54,-31:40:30,-31:40:30,-3:06:54,-31:40:30,-28:33:36,-28:33:36,0:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,7,2,4,0,2,10,1,['text'],['text'],['text'],['text'],"['ROM type', 'app version', 'os', 'phone type']",,1,Explicitly Reproduced,1,Fixed,2019-04-12T20:23:13Z,1,0,1,,output,,0.333333333,0,0.333333333,0.285714286,10.88694444,1,,,missing function,,gui,,0,1
107,100,https://github.com/AdrienPoupa/VinylMusicPlayer/issues/149,,,,1,1,0,,,0,3,10,0,1,0,deac585a029850463ea92a5c5291c5f45d0b6518,USER,5/3/19 11:53,5/3/19 0:00,5/4/19 0:00,5/12/19 0:00,,4,-226:41:16,0,-19:05:36,,-226:41:16,-19:05:36,,-207:35:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,7,2,4,0,2,10,1,['text'],"['image', 'text']",['text'],['text'],"['ROM type', 'app version', 'os', 'phone type']",,1,Implicitly Reproduced,1,Fixed,,,0,1,,output,,0.333333333,0,0.333333333,0.285714286,0,0,,,incorrect output,,0,,,
110,101,https://github.com/AdrienPoupa/VinylMusicPlayer/issues/311,,,,1,1,0,,,0,7,8,0,1,0,9971a70093f6b0c2c325ae5afda91c30fe96e54f,USER,10/10/20 5:59,10/10/20 0:00,10/10/20 0:00,10/16/20 0:00,,7,-140:56:56,0,-9:39:07,,-140:56:56,-9:39:07,,-131:17:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,4,2,2,0,0,8,1,['text'],"['image', 'text']",['text'],['text'],"['ROM type', 'app version', 'installer', 'os', 'phone type']",,1,Implicitly Reproduced,1,Fixed,,,0,1,,output,,0.5,0,0.5,0,0,0,,,incorrect output,,0,,,
117,102,https://github.com/openfoodfacts/openfoodfacts-androidapp/issues/2087,,,,1,2,1,,,1,1,8,2,4,0,fb45dce67c0756eb710a776ea940e243e21b94e6,USER,1/11/19 19:22,1/12/19 0:00,1/11/19 0:00,1/16/19 0:00,,1,-102:44:54,19.28083333,-3:00:58,,-83:28:03,16:15:53,,-99:43:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,4,1,2,0,0,8,1,"['recording', 'text']","['recording', 'text']",['text'],['text'],"['ROM type', 'os', 'phone type']",,1,Implicitly Reproduced,0,Fixed,,,,,,cosmetic,,0.333333333,0,0.333333333,0,19.28083333,1,,placement,,,0,,,
121,103,https://github.com/Automattic/simplenote-android/issues/1046,,?,bug label was added by filer,0,1,0,,,0,0,10,0,4,0,ec7a257fba6e0ba29a793eeaebb1179aaf4f343f,USER,5/28/20 22:55,5/28/20 0:00,,6/5/20 0:00,,0,-175:39:32,0,,,-175:39:32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,4,2,2,0,0,8,1,['text'],"['annotated image', 'text']",['text'],['text'],"['app version', 'os', 'phone type']",,1,Implicitly Reproduced,1,Fixed,,,0,1,?,cosmetic,,0.5,0,0.5,0,0,0,,placement,,,gui,no quotes,1,0
122,104,https://github.com/Automattic/simplenote-android/issues/613,,?,bug label was added by filer,0,1,0,,,0,0,8,0,3,0,bf39d2825b5ff831ee515570e06bfd1afc95d13d,USER,1/2/19 17:18,1/3/19 0:00,,1/10/19 0:00,,0,-196:26:50,21.62777778,,,-174:49:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,4,2,2,0,0,8,1,['text'],"['annotated image', 'text']",['text'],['text'],"['app version', 'os']",,1,Implicitly Reproduced,1,Fixed,,,0,1,?,cosmetic,,0.5,0,0.5,0,21.62777778,0,,color,,,0,,,
123,105,https://github.com/Automattic/simplenote-android/issues/615,,,,1,1,0,0,2019-01-07T18:23:59Z,0,2,20,0,9,0,bf39d2825b5ff831ee515570e06bfd1afc95d13d,USER,1/6/19 19:48,1/6/19 0:00,1/7/19 0:00,1/7/19 0:00,,2,-27:50:13,0,-22:35:47,,-27:50:13,-22:35:47,,-5:14:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,4,2,2,0,0,8,1,['text'],"['image', 'text']",['text'],['text'],"['app version', 'os', 'phone type']",images are missing due to dead links,1,Explicitly Reproduced,1,Fixed,2019-01-07T18:23:59Z,0,0,1,,cosmetic,,0.5,0,0.5,0,22.59972222,0,,text,,,0,,,
125,106,https://github.com/Automattic/simplenote-android/issues/641,,,,1,1,0,,,0,1,4,0,1,0,118fd15d4ca830ce1953f079cc20b25020856546,USER,2/8/19 18:42,2/8/19 0:00,2/8/19 0:00,2/8/19 0:00,,1,-0:24:58,0.104722222,-0:24:58,,-0:18:41,-0:18:41,,0:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,2,2,3,1,1,5,1,['text'],"['image', 'text']",['text'],['text'],"['app version', 'os']",,1,Implicitly Reproduced,1,Fixed,,,0,1,,cosmetic,,0.333333333,0.166666667,0.5,0.5,0.104722222,0,,color,,,0,,,
128,107,https://github.com/andOTP/andOTP/issues/567,,,,1,7,0,5,2020-05-27T17:12:06Z,0,2,26,6,10,0,30b0b5747e728b9515ac36ca9c471c824854aaf1,USER,5/27/20 15:42,5/27/20 0:00,5/27/20 0:00,9/25/20 0:00,9/25/20 0:00,5,-2894:02:20,0.029722222,-0:02:30,-2894:02:20,-2894:00:33,-0:00:43,-2894:00:33,-2893:59:50,-2893:59:50,0:00:00,S2R,1 bug,text,##########,0:03:15,0:01:28,0:00:45,-2893:59:05,-2893:59:05,,2,OB,text,text,43978.6604,0:08:15,0:06:28,0:05:45,-2893:54:05,-2893:54:05,,4,,,,,,,,,,,,2,gui,3,10,4,0,1,6,1,['text'],['text'],['text'],['text'],"['app version', 'os']",,1,Explicitly Reproduced,1,Still Open,2020-05-27T17:12:06Z,5,1,0,,output,,0.714285714,0,0.714285714,0.333333333,1.501666667,5,1,,incorrect output,,0,,,
129,108,https://github.com/andOTP/andOTP/issues/500,,,,0,5,0,,,0,0,12,4,5,0,b8b9834f06cf28686be5874923607f677b094df6,USER,3/6/20 13:24,3/6/20 0:00,,5/6/20 0:00,5/6/20 0:00,0,-1455:19:49,0.733055556,,-1455:19:49,-1454:35:50,,-1454:35:50,,,0:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,crash,3,2,4,0,1,6,1,['text'],"['logcat', 'text']",['text'],['text'],"['ROM type', 'app version', 'os']",,1,Implicitly Reproduced,1,Fixed,,,1,0,,crash,,0.333333333,0,0.333333333,0.333333333,0.733055556,0,,,,,gui,,1,0
130,109,https://github.com/andOTP/andOTP/issues/486,,,,1,5,2,,,1,1,16,4,7,0,7c34318c407c4677d3afdf27bdeb998244759720,USER,2/24/20 16:03,2/24/20 0:00,2/24/20 0:00,5/4/20 0:00,5/4/20 0:00,3,-1669:38:49,0.345277778,-0:20:09,-1669:38:49,-1669:18:06,0:00:34,-1669:18:06,-1669:18:40,-1669:18:40,0:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,3,2,4,0,1,6,1,['text'],['text'],['text'],['text'],"['ROM type', 'app version', 'installer', 'os']",,1,Implicitly Reproduced,1,Fixed,,,1,0,,cosmetic,,0.333333333,0,0.333333333,0.333333333,0.345277778,2,,text,,,gui,,0,1
132,110,https://github.com/commons-app/apps-android-commons/issues/1697,,,,0,4,1,,,1,12,74,2,22,0,d7b956e5ac8d4ea3b590a929a8176975afd86422,USER,7/8/18 19:38,7/10/18 0:00,7/10/18 0:00,9/6/18 0:00,9/6/18 0:00,13,-1437:18:52,43.83638889,-43:50:01,-1437:18:52,-1393:28:41,0:00:10,-1393:28:41,-1393:28:51,-1393:28:51,0:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,3,15,2,0,1,4,1,['text'],"['image', 'text']",['text'],['text'],"['app version', 'os', 'phone type']",,1,Implicitly Reproduced,0,Fixed,,,,,,cosmetic,,0.882352941,0,0.882352941,0.333333333,43.83638889,1,,useability,,,0,,,
135,111,https://github.com/commons-app/apps-android-commons/issues/2088,,,,1,8,3,,,3,9,36,6,16,1,83d1d1ee402dbd680192691a777aa3e4b10e5c55,USER,12/8/18 22:28,12/19/18 0:00,12/9/18 0:00,1/1/19 0:00,,9,-564:27:08,264.5494444,-8:04:49,,-299:54:10,256:28:09,,-556:22:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,3,8,2,0,1,4,1,['text'],"['image', 'text']",['text'],['text'],"['app version', 'os', 'phone type']",,1,Implicitly Reproduced,0,Fixed,,,,,,navigation,1,0.8,0,0.8,0.333333333,264.5494444,3,,,,,gui,,0,1
137,112,https://github.com/kiwix/kiwix-android/issues/1414,,?,"Bug label assigned before reproduction, point of reproduction unclear",,5,2,,,1,9,36,3,8,0,9709dfaeee4cd9e2d6a51a2d44de67682b3811d6,USER,8/31/19 6:58,8/31/19 0:00,8/31/19 0:00,9/5/19 0:00,,16,-127:41:35,0.393888889,-0:23:16,,-127:17:57,0:00:22,,-127:18:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,crash,3,0,2,0,1,4,1,['text'],['text'],['none'],['text'],"['app version', 'os', 'phone type']",,1,Implicitly Reproduced,0,Fixed,,,,,?,crash,,0,0,0,0.333333333,0.393888889,2,,,,,0,,,
139,113,https://github.com/kiwix/kiwix-android/issues/555,,,,1,10,3,,,2,11,66,5,24,0,e8f99a323b82a0323eb3ffcff8907429797522ab,USER,3/2/18 18:31,3/3/18 0:00,3/3/18 0:00,8/26/18 0:00,,15,-4243:31:45,13.03111111,-11:46:45,,-4230:29:53,1:15:07,,-4231:45:00,,,OB,"['image', 'text']","['image', 'text']",3/3/18 7:30,12:58:25,-0:03:27,1:11:40,-4230:33:20,,,2,,,,,,,,,,,,,,,,,,,,,,,1,gui,3,0,2,0,1,4,1,['text'],"['image', 'text']",['text'],['text'],"['app version', 'os', 'phone type']",,1,Implicitly Reproduced,0,Fixed,,,,,,cosmetic,,0,0,0,0.333333333,13.03111111,3,0,cut content,,,0,,,
142,114,https://github.com/moezbhatti/qksms/issues/1124,,,,0,7,5,,,2,2,14,5,5,0,4e4a72cafdba463b571610a0ccd401153594dd71,USER,5/7/18 8:48,,5/17/18 0:00,5/30/18 0:00,,5,-559:34:20,,-252:32:04,,,,,-307:02:16,,,context,app version,text,##########,263:34:39,,11:02:35,-295:59:41,,,2,context,os,text,5/20/18,303:11:39,,50:39:35,-256:22:41,,,,,,,,,,,,,,,1,gui,3,1,2,0,1,4,1,['text'],['text'],['text'],['none'],['none'],,1,Implicitly Reproduced,0,Fixed,,,,,,output,,0.333333333,0,0.333333333,0.333333333,,5,1,,missing function,,gui,,1,0
144,115,https://github.com/moezbhatti/qksms/issues/1155,,,,1,7,1,,,1,1,14,7,7,0,71deb2dfd033d940aa7d91794322618ba39abf4d,USER,5/22/18 2:13,,5/22/18 0:00,5/27/18 0:00,,1,-138:04:12,,-20:35:08,,,,,-117:29:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,3,1,2,0,1,4,1,['text'],['text'],['text'],['none'],['none'],,1,Implicitly Reproduced,0,Fixed,,,,,,output,,0.333333333,0,0.333333333,0.333333333,,1,,,incorrect output,,input,,1,0
145,116,https://github.com/moezbhatti/qksms/issues/1179,,,,0,6,2,,,1,1,12,6,6,0,3fbf6dfa3ae8f536c3b6d6537d5cb1133634d59c,USER,6/8/18 0:27,,8/7/18 0:00,8/7/18 0:00,,2,-1458:47:09,,-1458:47:09,,,,,0:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,3,1,2,0,1,4,1,['text'],['text'],['text'],['text'],"['app version', 'os', 'phone type']",,1,Implicitly Reproduced,0,Fixed,,,,,,cosmetic,,0.333333333,0,0.333333333,0.333333333,,2,,color,,,gui,,1,0
151,117,https://github.com/beemdevelopment/Aegis/issues/200,,1,not a bug,,1,0,,,0,1,4,0,1,0,cc55a6dacb02cde5528fbab400de716ca3b10c11,USER,9/10/19 16:07,9/10/19 0:00,9/10/19 0:00,9/10/19 0:00,,1,-5:55:30,0,-5:55:30,,-5:55:30,-5:55:30,,0:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,2,2,6,0,1,10,1,['text'],['text'],['text'],['text'],"['app version', 'encryption type', 'installer', 'os']",,1,Implicitly Reproduced,1,Won't Fix,,,0,1,1,output,,0.25,0,0.25,0.5,0,0,,,missing function,,gui,,0,1
152,118,https://github.com/beemdevelopment/Aegis/issues/287,,,,1,4,1,,,1,2,10,3,4,0,10c206270a567052acd13f48e484332bb02e3a05,USER,1/12/20 12:55,1/12/20 0:00,1/12/20 0:00,1/20/20 0:00,,2,-200:20:33,7.521666667,-0:57:07,,-192:49:15,6:34:11,,-199:23:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,2,2,6,0,1,10,1,['text'],"['image', 'text']",['text'],['text'],"['app version', 'encryption type', 'installer', 'os', 'phone type']",,1,Explicitly Reproduced,1,Fixed,2020-01-12T13:52:07Z,0,0,1,,output,,0.25,0,0.25,0.5,0.951944444,0,,,missing function,,0,,,
155,119,https://github.com/beemdevelopment/Aegis/issues/473,,?,no confirmed reproduction and label was assigned at creation by creator,0,1,0,,,0,1,4,0,1,0,6e54497492cf0b8329f423bae5e1879b2ede4fd9,USER,6/16/20 20:45,6/16/20 0:00,8/5/20 0:00,8/5/20 0:00,,1,-1191:53:02,0,-1191:53:02,,-1191:53:02,-1191:53:02,,0:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,2,2,6,0,1,10,1,['text'],['text'],['text'],['text'],"['app version', 'encryption type', 'installer', 'os', 'phone type']",,1,Implicitly Reproduced,1,Fixed,,,0,1,?,cosmetic,,0.25,0,0.25,0.5,0,0,,text,,,0,,,
157,120,https://github.com/ankidroid/Anki-Android/issues/5753,,,,1,16,10,,,7,7,32,10,10,0,679229d7c8c5e9a4f9e1425ddf521d7d83ae08a5,USER,2/15/20 8:20,,2/15/20 0:00,2/18/20 0:00,,10,-78:08:41,,-4:03:42,,,,,-74:04:59,,,context,"app version, os, account info",text,##########,4:25:10,,0:21:28,-73:43:31,,,2,,,,,,,,,,,,,,,,,,,,,,,1,gui,2,2,6,0,1,10,1,['text'],['text'],['text'],['text'],"['acra uuid', 'app version', 'os']",,1,Explicitly Reproduced,0,Will Fix Later,2020-02-16T14:16:29Z,5,,,,output,,0.25,0,0.25,0.5,29.94138889,5,1,,incorrect output,,input,,1,0
158,121,https://github.com/ankidroid/Anki-Android/issues/5127,,,,1,4,1,,,1,1,18,4,9,0,5c7ef543d2ac9233ba6818e43b1d1a097f7332a8,USER,11/23/18 16:19,11/23/18 0:00,11/23/18 0:00,2/3/19 0:00,,1,-1714:05:43,1.546944444,-1:32:22,,-1712:32:54,0:00:27,,-1712:33:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,12,2,9,0,0,15,1,['text'],['text'],['text'],['none'],['none'],,1,Explicitly Reproduced,0,Fixed,2018-11-23T17:51:41Z,0,,,,cosmetic,,0.181818182,0,0.181818182,0,1.544722222,0,,color,,,gui,,1,0
159,122,https://github.com/ankidroid/Anki-Android/issues/6432,,,,1,8,7,,,5,5,16,4,4,0,2948dfbb88bf535a6099245dfd5bc1432f9c8914,USER,6/11/20 2:26,,6/11/20 0:00,6/11/20 0:00,,7,-13:58:30,,-0:00:41,,,,,-13:57:49,,,OB,text,text,##########,11:19:11,,11:18:30,-2:39:19,,,6,,,,,,,,,,,,,,,,,,,,,,,1,gui,3,2,8,5,3,16,1,['text'],['text'],['text'],['none'],['none'],,1,Explicitly Reproduced,0,Fixed,2020-06-11T13:58:31Z,6,,,,crash,,0.133333333,0.333333333,0.466666667,1,11.54194444,6,1,,,,input,,1,0
160,123,https://github.com/ankidroid/Anki-Android/issues/6119,,,,1,6,5,,,5,5,12,4,4,0,abd1db25de96a2f11fb08291e56aa6728bd7de61,USER,5/7/20 14:13,,5/7/20 0:00,5/7/20 0:00,,5,-3:16:54,,-0:14:54,,,,,-3:02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,crash,2,2,12,6,1,20,1,['text'],"['annotated image', 'text']",['text'],['text'],"['acra uuid', 'os']",,1,Explicitly Reproduced,0,Fixed,2020-05-07T14:28:08Z,0,,,,cosmetic,,0.1,0.3,0.4,0.5,0.252222222,0,,color,,,0,,,
162,124,https://github.com/k9mail/k-9/issues/3255,,,,1,1,1,,,1,2,10,1,5,0,6e392f62b78689f7a05bdb728ce81955dcebb8e1,USER,3/13/18 15:39,3/13/18 0:00,3/13/18 0:00,6/23/18 0:00,,2,-2452:26:42,2.583333333,-2:33:29,,-2449:51:42,0:01:31,,-2449:53:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,crash,2,0,12,6,1,20,1,['text'],['text'],['text'],['text'],"['app version', 'os']",,1,Implicitly Reproduced,0,Fixed,,,,,,crash,,0,0.333333333,0.333333333,0.5,2.583333333,1,,,,,both,,1,1
164,125,https://github.com/k9mail/k-9/issues/3971,,,,0,1,0,,,0,0,8,1,4,0,6ff1b67a7f1f5b270eb7c8c7e0b60c9ba47f2d33,USER,3/17/19 16:56,3/20/19 0:00,,1/6/21 0:00,,1,-15853:20:32,71.12972222,,,-15782:12:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,app close,4,0,8,5,2,16,1,"['recording', 'text']","['recording', 'text']",['text'],['text'],['os'],,1,Implicitly Reproduced,0,Fixed,,,,,,navigation,1,0,0.384615385,0.384615385,0.5,71.12972222,0,,,,,0,,,
165,126,https://github.com/k9mail/k-9/issues/4435,,,,1,1,0,,,0,1,4,1,2,0,a903bd6f81e929bdd486b12e24afe851d06b7dcf,USER,1/10/20 10:57,1/24/20 0:00,1/24/20 0:00,4/18/20 0:00,,2,-2379:37:19,340.7144444,-340:45:28,,-2038:54:27,-0:02:36,,-2038:51:51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,4,0,8,5,2,16,1,['text'],['text'],['text'],['text'],"['account type', 'app version', 'os']",,1,Implicitly Reproduced,0,Fixed,,,,,,output,,0,0.384615385,0.384615385,0.5,340.7144444,0,,,incorrect output,,0,,,
168,127,https://github.com/cgeo/cgeo/issues/7369,,,,1,14,20,1,2019-03-15T16:40:59Z,20,20,28,14,14,0,31240dd2fc63d91aef6fd71a4e09b50d1d169599,USER,3/14/19 17:11,,3/15/19 0:00,9/23/19 0:00,,20,-4630:57:38,,-22:29:21,,,,,-4608:28:17,,,OB,text,text,##########,23:28:50,,0:59:29,-4607:28:48,,,2,,,,,,,,,,,,,,,,,,,,,,,1,gui,4,2,8,5,2,16,1,['text'],['text'],['text'],"['text', 'text']","['app debug info', 'app version']",,1,Explicitly Reproduced,0,Fixed,2019-03-15T16:40:59Z,1,,,,crash,,0.133333333,0.333333333,0.466666667,0.5,23.49972222,1,1,,,,gui,,1,0
174,128,https://github.com/mozilla-mobile/focus-android/issues/2499,,?,"labeled by creator, no good reproduction timestamp",0,1,0,,,0,1,8,0,3,0,892b1ee0cfdbdd747a37e413e205258f46970972,USER,4/21/18 5:30,4/21/18 0:00,4/23/18 0:00,4/23/18 0:00,4/23/18 0:00,1,-62:28:51,0.001944444,-61:08:37,-62:28:51,-62:28:44,-61:08:30,-62:28:44,-1:20:14,-1:20:14,0:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,crash,2,1,4,4,0,14,1,['text'],"['logcat', 'text']",['text'],['none'],['none'],,1,Implicitly Reproduced,1,Fixed,,,0,1,?,crash,,0.111111111,0.444444444,0.555555556,0,0.001944444,0,,,,,0,,,
178,129,https://github.com/SecUSo/privacy-friendly-pedometer/issues/28,,,,1,1,1,,,1,2,8,1,4,0,1d950d187fae89396ce6b1d0f78f6e44dd095440,USER,12/23/16 0:38,12/23/16 0:00,12/23/16 0:00,12/23/16 0:00,,2,-19:20:21,18.01833333,-0:18:33,,-1:19:15,17:42:33,,-19:01:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,crash,3,1,10,0,2,19,1,['none'],['text'],['none'],['text'],i,,1,implicitly Reproduced,0,Fixed,,,,,,crash,,0.090909091,0,0.090909091,0.666666667,18.01833333,1,,,,,0,,,
188,131,https://github.com/hidroh/materialistic/issues/565,,,,1,1,0,,,0,1,4,1,2,0,204365adfb400b8ef098c4d9fa4f6852b9b4eb98,USER,7/21/16 23:39,7/22/16 0:00,7/22/16 0:00,7/22/16 0:00,,1,-5:49:34,2.214444444,-2:29:32,,-3:36:42,-0:16:40,,-3:20:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,crash,2,0,2,0,0,2,1,['text'],['text'],['none'],['none'],['none'],EB is implied but not stated,1,Implicitly Reproduced,0,Fixed,,,,,,cosmetic,,0,0,0,0,2.214444444,0,,image,,,0,,,
191,132,https://github.com/reloZid/android-anuto/issues/68,,,,1,1,1,,,1,2,4,1,2,0,6e925f1e60796c2f1623a1514e9d9192ab3bfd1e,USER,2/10/17 23:45,2/12/17 0:00,2/11/17 0:00,2/12/17 0:00,2/12/17 0:00,2,-46:17:31,39.90472222,-9:32:53,-46:17:31,-6:23:14,30:21:24,-6:23:14,-36:44:38,-36:44:38,0:00:00,context,"app version, os",text,##########,9:32:11,-30:22:06,-0:00:42,-36:45:20,-36:45:20,different user,1,,,,,,,,,,,,,,,,,,,,,,,1,gui,4,1,7,1,1,22,1,['text'],"['image', 'text']",['none'],['text'],"['app version', 'installer', 'os']",EB is implied but not stated,1,implicitly Reproduced,0,Fixed,,,,,,output,,0.111111111,0.111111111,0.222222222,0.25,39.90472222,1,0,,incorrect output,,0,,,
